tbl,year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2011,3,32575,"Los Angeles, CA (Metropolitan Area)",12954,LGB,144,7072000,0.8945,146.3,-0.2431,17,3535100,0.9207,103.12,-0.3374,127,3536900,0.8684,189.45,-0.1796,2011312954LGB
Table 7,1997,4,31123,"St. Louis, MO",15016,STL,119,20455700,0.6109,168.32,0.065,66,11342200,0.5371,140.04,0.0277,53,9113500,0.7028,203.51,0.0991,1997415016STL
Table 7,2000,3,34696,"South Bend, IN",14696,SBN,46,1260500,0,196.08,-0.028,19,583900,0,196.73,0.093,27,676600,0,195.52,-0.1132,2000314696SBN
Table 7,1997,2,31953,"Gainesville, FL",11953,GNV,20,286800,0,180.5,0.1063,7,142500,0,172.54,0.2225,13,144300,0,188.37,0.0187,1997211953GNV
Table 7,2017,4,31973,"Gulfport/Biloxi, MS",11973,GPT,35,617700,0,238.79,-0.0604,7,197600,0,217.73,-0.0236,28,420100,0,248.7,-0.0747,2017411973GPT
Table 7,2006,1,30431,"Asheville, NC",10431,AVL,26,384900,0,228.66,0.0749,14,241300,0,221.86,0.0822,12,143600,0,240.09,0.0638,2006110431AVL
Table 7,2016,2,31453,"Houston, TX",12266,IAH,154,30273300,0.4393,252.51,0.2377,39,5336300,0.2848,229.44,0.2595,115,24937000,0.4724,257.44,0.2336,2016212266IAH
Table 7,2013,1,31834,"Fayetteville, AR",15919,XNA,44,1414600,0,335.65,0.5184,13,541500,0,350.12,1.007,31,873100,0,326.69,0.307,2013115919XNA
Table 7,2000,4,34100,"Philadelphia, PA",14100,PHL,138,31456800,0.2481,221.63,0.1716,71,13948400,0.198,208.79,0.4544,67,17508400,0.288,231.86,0.0282,2000414100PHL
Table 7,2016,4,30781,"Baton Rouge, LA",10781,BTR,39,993700,0,262.88,0.1584,10,475300,0,251.36,0.3194,29,518400,0,273.44,0.0503,2016410781BTR
Table 7,2009,4,31577,"Erie, PA",11577,ERI,13,153700,0,171.28,-0.2829,6,26800,0,154.41,-0.2625,7,126900,0,174.84,-0.2865,2009411577ERI
Table 7,2014,3,34457,"Rapid City, SD",14457,RAP,35,787000,0,285.6,0.1548,2,91100,0,331.09,0.7781,33,695900,0,279.64,0.0953,2014314457RAP
Table 7,2006,2,34262,"Palm Springs, CA",14262,PSP,46,2197000,0.0368,217.77,0.0181,8,633500,0,145.92,-0.1406,38,1563500,0.0517,246.88,0.0653,2006214262PSP
Table 7,2008,1,34986,"Sarasota/Bradenton, FL",14986,SRQ,55,3947400,0.7632,168.95,-0.0919,4,353700,0.9372,157.84,-0.0722,51,3593700,0.7461,170.04,-0.0937,2008114986SRQ
Table 7,2018,4,30529,"Hartford, CT",10529,BDL,88,12716500,0.7142,235.42,0.0527,29,3172000,0.6052,208.52,0.0821,59,9544500,0.7504,244.36,0.0447,2018410529BDL
Table 7,2007,4,32070,"Harrisburg, PA",13230,MDT,46,1843400,0,234.37,0.1175,18,711500,0,236.98,0.3256,28,1131900,0,232.73,0.0155,2007413230MDT
Table 7,2017,2,31135,"Myrtle Beach, SC",13577,MYR,60,3599400,0.8938,152.81,-0.3071,37,2590400,0.9008,129.41,-0.395,23,1009000,0.8757,212.89,-0.1037,2017213577MYR
Table 7,2007,1,34524,"Richmond, VA",14524,RIC,66,4881700,0.6231,189.29,0.0248,36,2946900,0.5915,164.46,0.0229,30,1934800,0.6711,227.1,0.0268,2007114524RIC
Table 7,2012,4,34783,"Springfield, MO",14783,SGF,34,872100,0,226.63,0.0115,4,224500,0,260.76,0.4594,30,647600,0,214.8,-0.1042,2012414783SGF
Table 7,2001,2,31895,"Great Falls, MT",12003,GTF,15,221500,0,193.65,0.0705,2,70400,0,184.13,0.3566,13,151100,0,198.09,-0.0191,2001212003GTF
Table 7,2001,4,33316,"Omaha, NE",13871,OMA,71,6109100,0.7049,142.77,-0.143,19,1616100,0.5979,149.4,-0.0262,52,4493000,0.7434,140.39,-0.1806,2001413871OMA
Table 7,2010,1,31123,"St. Louis, MO",15016,STL,105,18304800,0.8278,171.61,-0.0357,51,8343400,0.7245,154.88,-0.0679,54,9961400,0.9143,185.63,-0.0117,2010115016STL
Table 7,2009,2,31337,"Duluth, MN",11337,DLH,11,188200,0,180.24,-0.0326,2,29800,0,180.39,-0.079,9,158400,0,180.21,-0.0233,2009211337DLH
Table 7,2007,2,32206,"Harlingen/San Benito, TX",12206,HRL,30,1724700,0.9806,133.82,-0.211,9,1297700,0.9949,111.14,-0.2611,21,427000,0.937,202.72,-0.1104,2007212206HRL
Table 7,1998,3,30666,"Bellingham, WA",10666,BLI,8,133200,0,122.51,-0.1461,1,29700,0,74.96,-0.237,7,103500,0,136.16,-0.1297,1998310666BLI
Table 7,2008,4,32441,"Jackson, WY",12441,JAC,23,276000,0,346.89,0.441,4,61700,0,310.81,0.429,19,214300,0,357.28,0.4441,2008412441JAC
Table 7,1998,4,30436,"Tucson, AZ",15376,TUS,72,6097500,0.4542,166.11,-0.102,13,2064300,0.7482,96.9,-0.319,59,4033200,0.3037,201.53,-0.0255,1998415376TUS
Table 7,1997,3,34457,"Rapid City, SD",14457,RAP,21,339000,0,210.42,0.0083,1,66100,0,219.38,0.0171,20,272900,0,208.25,0.0061,1997314457RAP
Table 7,2019,3,31537,"Elmira/Corning, NY",11537,ELM,12,285600,0.6775,156.4,-0.3161,1,19300,0,268.72,2.2045,11,266300,0.7266,148.26,-0.3802,2019311537ELM
Table 7,2007,2,31703,"New York City, NY (Metropolitan Area)",12391,ISP,138,5161700,0.9731,137.17,-0.1801,48,893000,0.925,119.32,0.098,90,4268700,0.9832,140.9,-0.2153,2007212391ISP
Table 7,2020,3,31995,"Greensboro/High Point, NC",11995,GSO,39,715500,0.0064,178.82,-0.0157,20,335400,0.0137,154.06,-0.0077,19,380100,0,200.68,-0.021,2020311995GSO
Table 7,1998,2,31641,"Fayetteville, NC",11641,FAY,20,251000,0,192.19,-0.0508,16,198700,0,174.85,-0.0815,4,52300,0,258.09,0.0386,1998211641FAY
Table 7,2007,1,30562,"Mobile, AL",13422,MOB,32,567800,0,289.09,0.545,8,244600,0,285.81,0.8304,24,323200,0,291.58,0.3848,2007113422MOB
Table 7,2020,3,30562,"Mobile, AL",13422,MOB,16,143000,0,218.4,0.3473,3,51700,0,226.51,0.7772,13,91300,0,213.8,0.1765,2020313422MOB
Table 7,2013,2,32547,"Rochester, MN",14633,RST,12,156000,0,218.4,0.1722,2,73000,0,186.52,0.8253,10,83000,0,246.44,-0.0533,2013214633RST
Table 7,2007,2,30721,"Boston, MA (Metropolitan Area)",13296,MHT,158,8853600,0.8115,166.8,-0.0525,45,3079100,0.8161,126.62,-0.0571,113,5774500,0.809,188.22,-0.0508,2007213296MHT
Table 7,2018,1,31067,"Champaign/Urbana, IL",11067,CMI,14,130800,0,283.51,0.0239,4,56500,0,250.37,0.0275,10,74300,0,308.71,0.0216,2018111067CMI
Table 7,2016,1,31123,"St. Louis, MO",15016,STL,97,18052900,0.9086,217.38,0.0508,47,7780100,0.8355,206.67,0.0175,50,10272800,0.9639,225.49,0.0753,2016115016STL
Table 7,2009,3,33795,"Jacksonville/Camp Lejeune, NC",13795,OAJ,17,164100,0,287.82,0.2006,11,103100,0,213.64,-0.0665,6,61000,0,413.21,0.6008,2009313795OAJ
Table 7,2003,1,34783,"Springfield, MO",14783,SGF,30,481200,0,208.21,0.0611,7,182700,0,204.21,0.145,23,298500,0,210.65,0.0168,2003114783SGF
Table 7,2014,2,30747,"Brownsville, TX",10747,BRO,8,95000,0,215.87,-0.0146,4,74200,0,177.69,-0.0976,4,20800,0,352.07,0.1811,2014210747BRO
Table 7,2001,4,31775,"Sioux Falls, SD",11775,FSD,38,751300,0,198.15,-0.0206,7,223600,0,194.09,-0.1041,31,527700,0,199.87,0.0185,2001411775FSD
Table 7,2002,4,31703,"New York City, NY (Metropolitan Area)",15070,SWF,145,659500,0,211.97,0.1671,44,126500,0,196.7,0.1577,101,533000,0,215.59,0.1692,2002415070SWF
Table 7,2020,1,30666,"Bellingham, WA",10666,BLI,11,535000,0.9099,114.53,-0.4302,,,,,,11,535000,0.9099,114.53,-0.4302,2020110666BLI
Table 7,2018,4,34492,"Raleigh/Durham, NC",14492,RDU,109,24324700,0.7174,210.47,-0.0059,63,15627300,0.6554,189.93,0.0245,46,8697400,0.8289,247.39,-0.0451,2018414492RDU
Table 7,2015,2,30615,"El Paso, TX",11540,ELP,69,5277000,0.8787,248.74,0.0385,18,2811300,0.8908,212.11,0.0171,51,2465700,0.8649,290.5,0.057,2015211540ELP
Table 7,1997,1,34321,"Portland, ME",14321,PWM,40,1183200,0,215.85,0.1048,13,373100,0,204.97,0.3335,27,810100,0,220.86,0.0294,1997114321PWM
Table 7,2007,3,32896,"Lubbock, TX",12896,LBB,38,1918600,0.8727,136.12,-0.119,14,1498100,0.9093,112.25,-0.1653,24,420500,0.7422,221.18,-0.0207,2007312896LBB
Table 7,1999,2,30852,"Washington, DC (Metropolitan Area)",15715,WAS,11,2500,0,315.29,0.1934,1,200,0,54.05,-0.6797,10,2300,0,338,0.2404,1999215715WAS
Table 7,2005,2,31977,"Green Bay, WI",11977,GRB,44,1049400,0,201.18,0.0915,12,345300,0,185.18,0.2428,32,704100,0,209.03,0.0366,2005211977GRB
Table 7,2012,3,33184,"Saginaw/Bay City/Midland, MI",13184,MBS,7,162500,0,179.57,-0.273,5,84700,0,223.4,-0.0146,2,77800,0,131.86,-0.51,2012313184MBS
Table 7,2000,4,31648,"Kalispell, MT",11648,FCA,10,182100,0,178.36,-0.0263,2,70500,0,163.08,-0.025,8,111600,0,188.02,-0.027,2000411648FCA
Table 7,1996,1,31921,"Grand Junction, CO",11921,GJT,7,134100,0,139.13,-0.2364,7,134100,0,139.13,-0.2364,,,,,,1996111921GJT
Table 7,1996,3,33214,"San Antonio, TX",14683,SAT,96,12237000,0.6762,132.29,-0.1936,24,4311100,0.7415,88.09,-0.3569,72,7925900,0.6406,156.33,-0.1255,1996314683SAT
Table 7,2001,2,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,18,387200,0,193.28,-0.0816,5,80200,0,230.74,0.1967,13,307000,0,183.49,-0.1467,2001210434AVP
Table 7,2021,2,33195,"Tampa, FL (Metropolitan Area)",14112,PIE,52,4308900,1,95.74,-0.455,17,1072700,1,81.23,-0.5226,35,3236200,1,100.55,-0.4336,2021214112PIE
Table 7,2011,3,33316,"Omaha, NE",13871,OMA,79,7912600,0.8514,190.75,-0.0704,22,2678200,0.6758,172.6,-0.0371,57,5234400,0.9413,200.04,-0.0844,2011313871OMA
Table 7,1997,2,30647,"Cleveland, OH (Metropolitan Area)",11042,CLE,111,15948300,0.3754,175.99,0.0966,61,9254000,0.3059,159.81,0.2182,50,6694300,0.4716,198.36,-0.0131,1997211042CLE
Table 7,2003,1,31267,"Dayton, OH",11267,DAY,63,4181100,0.508,154.75,-0.1422,31,2086000,0.4482,146.26,-0.1221,32,2095100,0.5676,163.2,-0.1594,2003111267DAY
Table 7,1998,2,32575,"Los Angeles, CA (Metropolitan Area)",12954,LGB,92,1390800,0,158.64,-0.1413,10,312000,0,89.91,-0.2612,82,1078800,0,178.51,-0.1206,1998212954LGB
Table 7,2002,1,34576,"Rochester, NY",14576,ROC,54,3255400,0.5316,170.65,0.1195,25,1601000,0.3836,161.4,0.4947,29,1654400,0.6749,179.6,-0.0811,2002114576ROC
Table 7,2014,2,34524,"Richmond, VA",14524,RIC,70,6621600,0.6298,249.75,0.0506,34,3700100,0.6059,232.43,0.1291,36,2921500,0.6601,271.67,-0.023,2014214524RIC
Table 7,2015,4,33158,"Midland/Odessa, TX",13158,MAF,35,1707400,0.7849,243.66,0.1782,11,1245600,0.731,231.53,0.2097,24,461800,0.9305,276.37,0.1127,2015413158MAF
Table 7,1999,2,33264,"Medford, OR",13264,MFR,17,540000,0,156.24,-0.1799,11,489500,0,149.77,-0.1817,6,50500,0,218.85,-0.1676,1999213264MFR
Table 7,2014,4,31823,"Fort Wayne, IN",11823,FWA,41,967400,0,223.13,-0.0807,18,300300,0,274.57,0.1943,23,667100,0,199.97,-0.1953,2014411823FWA
Table 7,2018,4,33667,"Norfolk, VA (Metropolitan Area)",14098,PHF,90,795900,0,267.04,0.087,44,409700,0,242.27,0.0701,46,386200,0,293.32,0.1022,2018414098PHF
Table 7,1998,4,36101,"Yakima, WA",16101,YKM,9,189000,0,108.92,-0.251,4,128300,0,87.26,-0.2812,5,60700,0,154.7,-0.2114,1998416101YKM
Table 7,2005,1,31003,"Cedar Rapids/Iowa City, IA",11003,CID,42,1334700,0,199.64,0.0461,7,303700,0,203.99,0.1184,35,1031000,0,198.36,0.026,2005111003CID
Table 7,1998,1,31146,"Charleston/Dunbar, WV",11146,CRW,27,471300,0,241.38,0.1557,16,315500,0,245.12,0.2878,11,155800,0,233.79,-0.0511,1998111146CRW
Table 7,1998,4,30581,"Bangor, ME",10581,BGR,14,265500,0,158.56,-0.1806,8,71800,0,187.56,0.4114,6,193700,0,147.82,-0.3156,1998410581BGR
